CHAPTER,CHAPDEC,SECTION,SCPUNCT,SUBSECT,PARAGRF,STATUTE,EFFDATE,DateAdd,SGOFF,SENTENCE,MAN_MIN,MAN_UNIT,RETIREDATE,MM,MM_clean,VCC,IBRCODE,FelonyTimeServed,HEADING,SUBHEAD,DESCRTN
18,2,266,,,,18.2-266,7/1/04,7/1/04,Y,1Y-5Y,90,D,,90 D,3,DWI-5449-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - 3rd Conviction",Third conviction within 10 years
18,2,266,,,,18.2-266,7/1/04,7/1/17,Y,1Y-5Y,90,D,,90 D,3,DWI-5682-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - 3rd Conviction","Third conviction within 10 Years, BAC .15 to .20"
18,2,266,,,,18.2-266,7/1/04,7/1/17,Y,1Y-5Y,90,D,,90 D,3,DWI-5683-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - 3rd Conviction","Third conviction within 10 Years, BAC > .20"
18,2,266,,,,18.2-266,7/1/05,7/2/05,N,1Y-5Y,90,D,,90 D,3,DWI-5468-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - 3rd Conviction","Third conviction within 10 years, influence of drugs"
18,2,266,,,,18.2-266,7/1/05,7/1/21,N,1Y-5Y,6,M,,6 M,6,DWI-5627-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - 3rd Conviction (Marijuana)","Third conviction within 5 years, influence of marijuana"
18,2,266,,,,18.2-266,7/1/05,7/1/21,N,1Y-5Y,90,D,,90 D,3,DWI-5626-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - 3rd Conviction (Marijuana)","Third conviction within 10 years, influence of marijuana"
18,2,266,,,,18.2-266,7/1/04,7/1/04,N,1Y-5Y,6M,5D,,6M 5D,6,DWI-5459-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - 3rd Conviction with Child",Third conviction within 5 Years w/child
18,2,266,,,,18.2-266,7/1/04,7/1/17,N,1Y-5Y,6M,5D,,6M 5D,6,DWI-5684-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - 3rd Conviction with Child","Third conviction within 5 Years, BAC .15 to .20 w/child"
18,2,266,,,,18.2-266,7/1/04,7/1/17,N,1Y-5Y,6M,5D,,6M 5D,6,DWI-5685-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - 3rd Conviction with Child","Third conviction within 5 Years, BAC > .20 w/child"
18,2,266,,,,18.2-266,7/1/05,7/2/05,N,1Y-5Y,6M,5D,,6M 5D,6,DWI-5471-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - 3rd Conviction with Child","Third conviction within 5 Years, drugs, w/child"
18,2,266,,,,18.2-266,7/1/04,7/1/04,N,1Y-5Y,95,D,,95 D,3,DWI-5458-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - 3rd Conviction with Child",Third conviction within 10 years w/child
18,2,266,,,,18.2-266,7/1/04,7/1/17,N,1Y-5Y,95,D,,95 D,3,DWI-5686-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - 3rd Conviction with Child","Third conviction within 10 Years, BAC .15 to .20 w/child"
18,2,266,,,,18.2-266,7/1/04,7/1/17,N,1Y-5Y,95,D,,95 D,3,DWI-5687-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - 3rd Conviction with Child","Third conviction within 10 Years, BAC > .20 w/child"
18,2,266,,,,18.2-266,7/1/05,7/2/05,N,1Y-5Y,95,D,,95 D,3,DWI-5470-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - 3rd Conviction with Child","Third conviction within 10 years, drugs, w/child"
18,2,266,,,,18.2-266,7/1/05,7/1/21,N,1Y-5Y,6M,5D,,6M 5D,6,DWI-5629-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - 3rd Conviction with Child (Marijuana)","Third conviction within 5 Years, marijuana, w/child"
18,2,266,,,,18.2-266,7/1/05,7/1/21,N,1Y-5Y,95,D,,95 D,3,DWI-5628-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - 3rd Conviction with Child (Marijuana)","Third conviction within 10 years, marijuana, w/child"
18,2,266,,,,18.2-266,7/1/99,7/1/99,Y,1Y-5Y,1,Y,,1 Y,12,DWI-5406-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - 4th Conviction",Fourth or subsequent conviction within 10 years
18,2,266,,,,18.2-266,7/1/99,7/1/17,Y,1Y-5Y,1,Y,,1 Y,12,DWI-5688-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - 4th Conviction","Fourth or subsequent conviction within 10 yr., BAC .15 to .20"
18,2,266,,,,18.2-266,7/1/99,7/1/17,Y,1Y-5Y,1,Y,,1 Y,12,DWI-5689-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - 4th Conviction","Fourth or subsequent conviction within 10 yr., BAC > .20"
18,2,266,,,,18.2-266,7/1/05,7/2/05,N,1Y-5Y,1,Y,,1 Y,12,DWI-5472-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - 4th Conviction","Fourth or subsequent conviction within 10 yr., drugs"
18,2,266,,,,18.2-266,7/1/05,7/1/21,N,1Y-5Y,1,Y,,1 Y,12,DWI-5630-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - 4th Conviction (Marijuana)","Fourth or subsequent conviction within 10 yr., marijuana"
18,2,266,,,,18.2-266,7/1/04,7/1/04,N,1Y-5Y,1Y,5D,,1Y 5D,12,DWI-5460-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - 4th Conviction with Child",Fourth or subsequent conviction within 10 years w/child
18,2,266,,,,18.2-266,7/1/04,7/1/17,N,1Y-5Y,1Y,5D,,1Y 5D,12,DWI-5690-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - 4th Conviction with Child","Fourth or subsequent conviction within 10 yr., BAC .15 to .20 w/child"
18,2,266,,,,18.2-266,7/1/04,7/1/17,N,1Y-5Y,1Y,5D,,1Y 5D,12,DWI-5691-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - 4th Conviction with Child","Fourth or subsequent conviction within 10 yr., BAC > .20 w/child"
18,2,266,,,,18.2-266,7/1/05,7/2/05,N,1Y-5Y,1Y,5D,,1Y 5D,12,DWI-5473-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - 4th Conviction with Child","Fourth or subsequent conviction within 10 yr., drugs, w/child"
18,2,266,,,,18.2-266,7/1/05,7/1/21,N,1Y-5Y,1Y,5D,,1Y 5D,12,DWI-5631-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - 4th Conviction with Child (Marijuana)","Fourth or subsequent conviction within 10 yr., marijuana, w/child"
18,2,266,,,,18.2-266,7/1/13,7/1/13,Y,1Y-5Y,1,Y,,1 Y,12,DWI-5493-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - A Prior Felony § 18.2-270(C,2)","Prior DWI manslaughter, assault, felony DWI"
18,2,266,,,,18.2-266,7/1/13,7/1/17,N,1Y-5Y,1,Y,,1 Y,12,DWI-5692-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - A Prior Felony § 18.2-270(C,2)","Prior DWI manslaughter, assault, felony DWI, BAC .15 to .20"
18,2,266,,,,18.2-266,7/1/13,7/1/17,N,1Y-5Y,1,Y,,1 Y,12,DWI-5693-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - A Prior Felony § 18.2-270(C,2)","Prior DWI manslaughter, assault, felony DWI, BAC > .20"
18,2,266,,,,18.2-266,7/1/13,7/1/13,N,1Y-5Y,1Y,5D,,1Y 5D,12,DWI-5494-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - A Prior Felony § 18.2-270(C,2) - Child","Prior DWI manslaughter, assault, felony DWI w/child"
18,2,266,,,,18.2-266,7/1/13,7/1/17,N,1Y-5Y,1Y,5D,,1Y 5D,12,DWI-5694-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - A Prior Felony § 18.2-270(C,2) - Child","Prior DWI manslaughter, assault, felony DWI, BAC .15 to .20 w/child"
18,2,266,,,,18.2-266,7/1/13,7/1/17,N,1Y-5Y,1Y,5D,,1Y 5D,12,DWI-5695-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - A Prior Felony § 18.2-270(C,2) - Child","Prior DWI manslaughter, assault, felony DWI, BAC > .20 w/child"
18,2,308,.,2:02,M,18.2-308.2:2(M),7/1/13,7/1/13,N,2Y-10Y (II),5,Y,,5 Y,60,WPN-5285-F4,,3,WEAPONS,Purchase,Provide > 1 firearm to ineligible person through purchase/trans.
18,2,308,.,2:02,"M,i","18.2-308.2:2(M,i)",7/1/13,7/1/13,N,2Y-10Y (II),1,Y,,1 Y,12,WPN-5283-F4,,3,WEAPONS,"Ineligible Person, Purchase/Provide to",Purchase firearm - provide to ineligible person
18,2,308,.,2:02,"M,ii","18.2-308.2:2(M,ii)",7/1/13,7/1/13,N,2Y-10Y (II),1,Y,,1 Y,12,WPN-5284-F4,,3,WEAPONS,"Ineligible Person, Purchase/Provide to",Transport firearm out of state - provide to ineligible person
18,2,308,.,2:02,N,18.2-308.2:2(N),7/1/13,7/1/13,N,2Y-10Y (II),5,Y,,5 Y,60,WPN-5286-F4,,3,WEAPONS,"Ineligible Person, Purchase/Provide to","Solicit by ineligible person, violation of §18.2-308.2:2(M)"
18,2,308,.,1,C,18.2-308.1(C),7/1/11,7/1/11,N,5Y-5Y (II),5,Y,,5 Y,60,WPN-5300-F9,,3,WEAPONS,Schools,"Firearm, use or attempt to use on school property, etc."
18,2,308,.,2,A,18.2-308.2(A),7/1/99,7/1/99,Y,1Y-5Y (II),2,Y,,2 Y,24,WPN-5297-F6,,3,WEAPONS,Felon,"Convicted felon (non-violent w/in 10 yr.) possess firearm, etc."
18,2,308,.,2,A,18.2-308.2(A),7/1/99,7/1/99,Y,1Y-5Y (II),5,Y,,5 Y,60,WPN-5296-F6,,3,WEAPONS,Felon,Convicted felon (violent) possess/transport firearm
18,2,308,.,4,B,18.2-308.4(B),7/1/03,7/1/03,N,1Y-5Y,2,Y,,2 Y,24,WPN-5302-F6,,3,WEAPONS,Drugs and Weapons,Possess Schedule I/II drug with firearm on or about person
18,2,308,.,4,C,18.2-308.4(C),7/1/03,7/1/03,N,1Y-5Y,5,Y,,5 Y,60,WPN-5278-F6,,3,WEAPONS,Drugs and Weapons,"Sell, etc., more than 1 lb. marijuana while possessing firearm"
18,2,308,.,4,C,18.2-308.4(C),7/1/03,7/1/03,N,1Y-5Y,5,Y,,5 Y,60,WPN-5257-F6,,3,WEAPONS,Drugs and Weapons,"Sell, etc., Schedule I/II drug while possessing firearm"
18,2,374,.,1:01,"C,i","18.2-374.1:1(C,i)",7/1/12,7/1/12,Y,5Y-20Y (II),5,Y,,5 Y,60,OBS-3681-F9,,1,OBSCENITY - CHILD PORN,"Possession, Distribution, Reproduction","Reproduce, transmit, sell, etc., child porn, subsequent"
18,2,374,.,1:01,"C,ii","18.2-374.1:1(C,ii)",7/1/12,7/1/12,N,5Y-20Y (II),5,Y,,5 Y,60,OBS-3678-F9,,1,OBSCENITY - CHILD PORN,"Possession, Distribution, Reproduction","Solicitation of child porn to gain entry to group, subsequent"
18,2,374,.,1,"B,1","18.2-374.1(B,1)",7/1/07,7/1/07,Y,5Y-30Y (II),5,Y,,5 Y,60,OBS-3742-F9,,1,OBSCENITY - CHILD PORN,"Production, Publication, Sale, Financing","Entice minor to perform in porn, age "
18,2,374,.,1,"B,1","18.2-374.1(B,1)",7/1/07,7/1/07,Y,15Y-40Y (I),15,Y,,15 Y,180,OBS-3743-F9,,1,OBSCENITY - CHILD PORN,"Production, Publication, Sale, Financing","Entice minor to perform in porn, age "
18,2,374,.,1,"B,1","18.2-374.1(B,1)",7/1/07,7/1/07,Y,3Y-30Y (II),3,Y,,3 Y,36,OBS-3745-F9,,1,OBSCENITY - CHILD PORN,"Production, Publication, Sale, Financing","Entice minor to perform in porn, age 15+, offender 7+ yrs."
18,2,374,.,1,"B,1","18.2-374.1(B,1)",7/1/07,7/1/07,Y,10Y-30Y (II),10,Y,,10 Y,120,OBS-3746-F9,,1,OBSCENITY - CHILD PORN,"Production, Publication, Sale, Financing","Entice minor to perform in porn, age 15+, offender 7+ yrs., 2nd/Subsq."
18,2,374,.,1,"B,2","18.2-374.1(B,2)",7/1/07,7/1/07,Y,5Y-30Y (II),5,Y,,5 Y,60,OBS-3748-F9,,1,OBSCENITY - CHILD PORN,"Production, Publication, Sale, Financing","Produce, make child porn, age "
18,2,374,.,1,"B,2","18.2-374.1(B,2)",7/1/07,7/1/07,Y,15Y-40Y (I),15,Y,,15 Y,180,OBS-3749-F9,,1,OBSCENITY - CHILD PORN,"Production, Publication, Sale, Financing","Produce, make child porn, age "
18,2,374,.,1,"B,2","18.2-374.1(B,2)",7/1/07,7/1/07,Y,3Y-30Y (II),3,Y,,3 Y,36,OBS-3751-F9,,1,OBSCENITY - CHILD PORN,"Production, Publication, Sale, Financing","Produce, make child porn, age 15+, offender 7+ yrs."
18,2,374,.,1,"B,2","18.2-374.1(B,2)",7/1/07,7/1/07,Y,10Y-30Y (II),10,Y,,10 Y,120,OBS-3752-F9,,1,OBSCENITY - CHILD PORN,"Production, Publication, Sale, Financing","Produce, make child porn, age 15+, offender 7+ yrs., 2nd/Subsq."
18,2,374,.,1,"B,3","18.2-374.1(B,3)",7/1/07,7/1/07,Y,5Y-30Y (II),5,Y,,5 Y,60,OBS-3754-F9,,1,OBSCENITY - CHILD PORN,"Production, Publication, Sale, Financing","Take part, film child porn, age < 15, offender 7+ yrs."
18,2,374,.,1,"B,3","18.2-374.1(B,3)",7/1/07,7/1/07,Y,15Y-40Y (I),15,Y,,15 Y,180,OBS-3755-F9,,1,OBSCENITY - CHILD PORN,"Production, Publication, Sale, Financing","Take part, film child porn, age < 15, offender 7+ yrs., 2nd/Subsq."
18,2,374,.,1,"B,3","18.2-374.1(B,3)",7/1/07,7/1/07,Y,3Y-30Y (II),3,Y,,3 Y,36,OBS-3757-F9,,1,OBSCENITY - CHILD PORN,"Production, Publication, Sale, Financing","Take part, film child porn, age 15+, offender 7+ yrs."
18,2,374,.,1,"B,3","18.2-374.1(B,3)",7/1/07,7/1/07,Y,10Y-30Y (II),10,Y,,10 Y,120,OBS-3760-F9,,1,OBSCENITY - CHILD PORN,"Production, Publication, Sale, Financing","Take part, film child porn, age 15+, offender 7+ yrs., 2nd/Subsq."
18,2,374,.,1,"B,4","18.2-374.1(B,4)",7/1/07,7/1/07,Y,5Y-30Y (II),5,Y,,5 Y,60,OBS-3683-F9,,1,OBSCENITY - CHILD PORN,"Production, Publication, Sale, Financing","Finance child porn, age < 15, offender 7+ yrs."
18,2,374,.,1,"B,4","18.2-374.1(B,4)",7/1/07,7/1/07,Y,15Y-40Y (I),15,Y,,15 Y,180,OBS-3684-F9,,1,OBSCENITY - CHILD PORN,"Production, Publication, Sale, Financing","Finance child porn, age < 15, offender 7+ yrs., 2nd/Subsq."
18,2,374,.,1,"B,4","18.2-374.1(B,4)",7/1/07,7/1/07,Y,3Y-30Y (II),3,Y,,3 Y,36,OBS-3686-F9,,1,OBSCENITY - CHILD PORN,"Production, Publication, Sale, Financing","Finance child porn, age 15+, offender 7+ yrs."
18,2,374,.,1,"B,4","18.2-374.1(B,4)",7/1/07,7/1/07,Y,10Y-30Y (II),10,Y,,10 Y,120,OBS-3687-F9,,1,OBSCENITY - CHILD PORN,"Production, Publication, Sale, Financing","Finance child porn, age 15+, offender 7+ yrs., 2nd/Subsq."
18,2,374,.,3,C,18.2-374.3(C),7/1/07,7/1/07,Y,5Y-30Y (II),5,Y,,5 Y,60,OBS-3702-F9,,1,OBSCENITY - CHILD SOLICITATION,Communications System,Propose sex act by communications sys. age 
18,2,374,.,3,C,18.2-374.3(C),7/1/07,7/1/07,Y,10Y-40Y (I),10,Y,,10 Y,120,OBS-3703-F9,,1,OBSCENITY - CHILD SOLICITATION,Communications System,Propose sex act by communications sys. age 
18,2,374,.,3,D,18.2-374.3(D),7/1/07,7/1/07,Y,1Y-20Y (II),1,Y,,1 Y,12,OBS-3691-F9,,1,OBSCENITY - CHILD SOLICITATION,Communications System,"Propose sex act by communications sys. age 15+, offender 7+ yr, 2nd+"
19,2,297,.,1,,19.2-297.1,,7/1/00,N,Life,,Life,,Life,600,,,0,THIRD CONVICTION FOR VIOLENT FELONY,Type,"Three Strikes - Use VCC for offense change ""F"" to ""L"""
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,0-12M,5,D,,5 D,x,DWI-5573-M1,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 1st",1st DWI commercial vehicle: BAC .15 to .20
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,0-12M,10,D,,10 D,x,DWI-5574-M1,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 1st",1st DWI commercial vehicle: BAC > .20
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/21,N,0-12M,5,D,,5 D,x,DWI-5641-M1,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 1st (Marijuana)",1st DWI commercial vehicle: marijuana w/child
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,0-12M,5,D,,5 D,x,DWI-5575-M1,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 1st with Child",1st DWI commercial vehicle: with child
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,0-12M,10,D,,10 D,x,DWI-5576-M1,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 1st with Child",1st DWI commercial vehicle: BAC .15 to .20 w/child
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,0-12M,15,D,,15 D,x,DWI-5577-M1,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 1st with Child",1st DWI commercial vehicle: BAC > .20 w/child
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,0-12M,5,D,,5 D,x,DWI-5578-M1,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 1st with Child",1st DWI commercial vehicle: drug w/child
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1M-1Y,20,D,,20 D,x,DWI-5418-S9,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 2nd",2nd DWI commercial vehicle w/in < 5 yrs.
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1M-1Y,20,D,,20 D,x,DWI-5484-S9,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 2nd","2nd DWI commercial vehicle w/in < 5 yrs., drug"
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1M-1Y,30,D,,30 D,x,DWI-5580-S9,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 2nd",2nd DWI commercial vehicle w/in < 5 yrs: BAC .15 to .20
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1M-1Y,40,D,,40 D,x,DWI-5581-S9,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 2nd",2nd DWI commercial vehicle w/in < 5 yrs: BAC > .20
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1M-1Y,10,D,,10 D,x,DWI-5419-S9,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 2nd",2nd DWI commercial vehicle w/in 5 to 10 yrs
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1M-1Y,20,D,,20 D,x,DWI-5582-S9,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 2nd",2nd DWI commercial vehicle w/in 5 to 10 yrs: BAC .15-.20
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1M-1Y,30,D,,30 D,x,DWI-5583-S9,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 2nd",2nd DWI commercial vehicle w/in 5 to 10 yrs: BAC >.20
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1M-1Y,10,D,,10 D,x,DWI-5485-S9,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 2nd",2nd DWI commercial vehicle w/in 5 to 10 yrs: drug
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1M-1Y,20,D,,20 D,x,DWI-5584-S9,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 2nd",2nd DWI commercial vehicle w/in 10 yrs: BAC .15-.20
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1M-1Y,30,D,,30 D,x,DWI-5585-S9,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 2nd",2nd DWI commercial vehicle w/in 10 yrs: BAC >.20
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/21,N,1M-1Y,25,D,,25 D,x,DWI-5643-S9,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 2nd (Marijuana)","2nd DWI commercial vehicle w/in < 5 yrs., marij. w/child"
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/21,N,1M-1Y,20,D,,20 D,x,DWI-5642-S9,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 2nd (Marijuana)","2nd DWI commercial vehicle w/in < 5 yrs., marij."
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/21,N,1M-1Y,10,D,,10 D,x,DWI-5644-S9,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 2nd (Marijuana)",2nd DWI commercial vehicle w/in 5 to 10 yrs: marij.
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/21,N,1M-1Y,15,D,,15 D,x,DWI-5645-S9,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 2nd (Marijuana)",2nd DWI commercial vehicle w/in 5 to 10 yrs: marij.w/child
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1M-1Y,25,D,,25 D,x,DWI-5586-S9,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 2nd with Child",2nd DWI commercial vehicle w/in < 5 yrs. w/child
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1M-1Y,25,D,,25 D,x,DWI-5589-S9,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 2nd with Child","2nd DWI commercial vehicle w/in < 5 yrs., drug w/child"
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1M-1Y,35,D,,35 D,x,DWI-5587-S9,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 2nd with Child",2nd DWI commercial vehicle w/in < 5 yrs: BAC .15 to .20 w/child
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1M-1Y,45,D,,45 D,1.5,DWI-5588-S9,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 2nd with Child",2nd DWI commercial vehicle w/in < 5 yrs: BAC > .20 w/child
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1M-1Y,15,D,,15 D,x,DWI-5591-S9,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 2nd with Child",2nd DWI commercial vehicle w/in 5 to 10 yrs w/child
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1M-1Y,25,D,,25 D,x,DWI-5592-S9,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 2nd with Child",2nd DWI commercial vehicle w/in 5 to 10 yrs: BAC .15-.20 w/child
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1M-1Y,35,D,,35 D,1,DWI-5593-S9,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 2nd with Child",2nd DWI commercial vehicle w/in 5 to 10 yrs: BAC >.20 w/child
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1M-1Y,15,D,,15 D,x,DWI-5594-S9,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 2nd with Child",2nd DWI commercial vehicle w/in 5 to 10 yrs: drug w/child
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1M-1Y,25,D,,25 D,x,DWI-5596-S9,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 2nd with Child",2nd DWI commercial vehicle w/in 10 yrs: BAC .15-.20 w/child
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1M-1Y,35,D,,35 D,1,DWI-5597-S9,,0,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 2nd with Child",2nd DWI commercial vehicle w/in 10 yrs: BAC >.20 w/child
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1Y-5Y,6,M,,6 M,6,DWI-5420-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 3rd",3rd DWI commercial vehicle within 5 yrs.
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1Y-5Y,6,M,,6 M,6,DWI-5696-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 3rd","3rd DWI commercial vehicle within 5 yrs., BAC .15 to .20"
46,2,341,.,24,,46.2-341.24,7/1/17,7/1/17,N,1Y-5Y,6,M,,6 M,6,DWI-5697-F6,,3,TRAFFIC - DRIVING WHILE INTOXICATED,"Motor Vehicle, Etc. - Commercial Vehicles - 3rd","3rd DWI commercial vehicle within 5 yrs., BAC > .20"
